"ML","Location","UseCode","UseDescription","LandArea","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","SaleDate","StyleDesc","GrossArea","Occupancy","AYBYrBuilt","BldgStories"
"173-88","3 CHAUNCY LN","101","SNGL-FAM-RES",1474.9999704,599200,493500,1092700," 29618/ 397",1/5/1999,"TOWNHOUSE",2798,"CN",1968,"3"
"173-89","2 CHAUNCY LN","101","SNGL-FAM-RES",1400.0001048,595700,347500,943200," 25252/ 333",3/30/1995,"TOWNHOUSE",2798,"CN",1968,"3"
"173-90","1 CHAUNCY LN","101","SNGL-FAM-RES",1549.999836,601500,536300,1137800," 57249/  17",8/3/2011,"TOWNHSE-END",2588,"CN",1968,"3"
"173-91","9 CHAUNCY ST","199","CONDO-BLDG",15685.9999956,0,0,0,"/",1/1/1900,"",14136,"",1972,"6"
"173-91","9 CHAUNCY ST #11","102","CONDOMINIUM",0,0,433800,433800," 59270/ 352",6/11/2012,"APARTMENT",1053,"",1972,"1"
"173-91","9 CHAUNCY ST #12","102","CONDOMINIUM",0,0,375700,375700," 44482/ 575",1/14/2005,"APARTMENT",920,"",1972,"1"
"173-91","9 CHAUNCY ST #20","102","CONDOMINIUM",0,0,348100,348100," 42339/ 281",3/29/2004,"APARTMENT",805,"AP",1972,"1"
"173-91","9 CHAUNCY ST #21","102","CONDOMINIUM",0,0,395100,395100," 28460/ 292",3/19/1986,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #22","102","CONDOMINIUM",0,0,395100,395100," 41688/ 433",12/26/2003,"APARTMENT",995,"AP",1972,"1"
"173-91","9 CHAUNCY ST #23","102","CONDOMINIUM",0,0,345000,345000," 23413/ 226",7/15/1993,"APARTMENT",832,"AP",1972,"1"
"173-91","9 CHAUNCY ST #24","102","CONDOMINIUM",0,0,287400,287400," 13865/   3",12/21/1979,"APARTMENT",595,"",1972,"1"
"173-91","9 CHAUNCY ST #30","102","CONDOMINIUM",0,0,348100,348100,"/",8/29/1985,"APARTMENT",805,"AP",1972,"1"
"173-91","9 CHAUNCY ST #31","102","CONDOMINIUM",0,0,395100,395100,"/",8/26/1994,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #32","102","CONDOMINIUM",0,0,395100,395100," 54701/ 285",5/18/2010,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #33","102","CONDOMINIUM",0,0,373900,373900," 42349/  37",3/30/2004,"APARTMENT",832,"",1972,"1"
"173-91","9 CHAUNCY ST #34","102","CONDOMINIUM",0,0,287400,287400," 29295/ 464",10/30/1998,"APARTMENT",595,"AP",1972,"1"
"173-91","9 CHAUNCY ST #40","102","CONDOMINIUM",0,0,348100,348100," 13401/ 473",3/10/1978,"APARTMENT",805,"",1972,"1"
"173-91","9 CHAUNCY ST #41","102","CONDOMINIUM",0,0,395100,395100," 53526/  59",9/11/2009,"APARTMENT",995,"AP",1972,"1"
"173-91","9 CHAUNCY ST #42","102","CONDOMINIUM",0,0,397300,397300," 34258/  37",12/7/2001,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #43","102","CONDOMINIUM",0,0,354600,354600," 26243/  42",4/22/1996,"APARTMENT",832,"AP",1972,"1"
"173-91","9 CHAUNCY ST #44","102","CONDOMINIUM",0,0,267400,267400," 26726/ 400",10/4/1996,"APARTMENT",595,"AP",1972,"1"
"173-91","9 CHAUNCY ST #50","102","CONDOMINIUM",0,0,348100,348100," 21323/ 324",1/1/1979,"APARTMENT",805,"",1972,"1"
"173-91","9 CHAUNCY ST #51","102","CONDOMINIUM",0,0,395100,395100," 13492/ 716",7/18/1978,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #52","102","CONDOMINIUM",0,0,395100,395100," 60205/ 408",10/10/2012,"APARTMENT",995,"AP",1972,"1"
"173-91","9 CHAUNCY ST #53","102","CONDOMINIUM",0,0,354600,354600," 12744/ 608",12/31/1974,"APARTMENT",832,"AP",1972,"1"
"173-91","9 CHAUNCY ST #54","102","CONDOMINIUM",0,0,287400,287400," 44947/ 364",4/5/2005,"APARTMENT",595,"",1972,"1"
"173-91","9 CHAUNCY ST #60","102","CONDOMINIUM",0,0,404700,404700," 51604/ 427",8/22/2008,"APARTMENT",805,"",1972,"1"
"173-91","9 CHAUNCY ST #61","102","CONDOMINIUM",0,0,434200,434200," 29629/  57",1/6/1999,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #62","102","CONDOMINIUM",0,0,404500,404500," 33709/ 157",7/20/2001,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #63","102","CONDOMINIUM",0,0,379500,379500," 25387/  16",6/2/1995,"APARTMENT",832,"AP",1972,"1"
"173-91","9 CHAUNCY ST #64","102","CONDOMINIUM",0,0,294000,294000,"/",10/1/1974,"APARTMENT",595,"",1972,"1"
"173-91","9 CHAUNCY ST #70","102","CONDOMINIUM",0,0,414100,414100," 49609/ 269",6/14/2007,"APARTMENT",805,"AP",1972,"1"
"173-91","9 CHAUNCY ST #71","102","CONDOMINIUM",0,0,529800,529800," 60380/ 524",10/31/2012,"APARTMENT",995,"AP",1972,"1"
"173-91","9 CHAUNCY ST #72","102","CONDOMINIUM",0,0,413900,413900," 13372/ 537",12/1/1974,"APARTMENT",995,"",1972,"1"
"173-91","9 CHAUNCY ST #73","102","CONDOMINIUM",0,0,388200,388200," 12675/ 684",7/30/1974,"APARTMENT",832,"AP",1972,"1"
"173-91","9 CHAUNCY ST #74","102","CONDOMINIUM",0,0,300700,300700," 12753/ 661",1/29/1975,"APARTMENT",595,"",1972,"1"
"173-92","7 CHAUNCY ST","105","THREE-FM-RES",4392.000162,899000,507500,1406500," 37779/ 198",1/24/2003,"OLD STYLE THREE FAM",7166,"BK",1898,"2.5"
"173-93","34 SHEPARD ST","101","SNGL-FAM-RES",6684.9998688,672800,425400,1098200," 26821/ 505",11/15/1996,"CONVENTIONAL",3138,"BK",1885,"2.75"
"173-94","35.5 SHEPARD ST","101","SNGL-FAM-RES",4617.9998964,586500,460900,1047400," 18994/ 344",4/20/1988,"VICTORIAN",3700,"BK",1885,"2.75"
"173-96","10 CHAUNCY LN","101","SNGL-FAM-RES",1479.9997872,599400,461900,1061300," 35706/ 223",6/19/2002,"TOWNHSE-END",2854,"CN",1969,"3"
"173-98","26B SHEPARD ST","104","TWO-FAM-RES",5370.9998364,663100,570200,1233300," 18436/ 139",8/4/1987,"OLD STYLE TWO FAM",5879,"ST",1886,"2.75"
"173-99","26C SHEPARD ST","105","THREE-FM-RES",1815.9998472,518700,386600,905300,"/",12/20/2002,"OLD STYLE THREE FAM",3928,"BK",1886,"2.5"
"173-100","26E SHEPARD ST","105","THREE-FM-RES",2030.0001084,581800,358500,940300," 49273/ 455",4/11/2007,"DECKER",4346,"BK",1900,"3"
"173-101","1-3 CHAUNCY ST","112",">8-UNIT-APT",17352.0001116,2918400,7124800,10043200,"  1404/  89",8/24/2011,"APARTMENTS",15520,"19",1890,"4"
"173-43","1626 MASSACHUSETTS AVE","942","Private College, University",9546.0001956,157500,1260400,1417900,"   173/ 43E",1/1/1900,"MULT-RESDNCE",12642,"11",1900,"3"
"174-4","54 HUDSON PL","101","SNGL-FAM-RES",4814.9999964,713900,324100,1038000," 22052/ 273",5/21/1992,"CONVENTIONAL",3110,"ST",1873,"2"
"174-5","60 MARTIN ST","104","TWO-FAM-RES",4512.0001212,702700,433500,1136200," 23548/ 233",10/2/1975,"DUPLEX",5687,"BK",1854,"3"
"174-7","11 WRIGHT ST","199","CONDO-BLDG",4771.0000404,0,0,0," 30149/ 168",5/10/1999,"",5763,"",1914,"3"
"174-7","11 WRIGHT ST #1","102","CONDOMINIUM",0,0,921900,921900," 54967/ 228",7/9/2010,"FLAT",2197,"",1914,"0"
"174-7","11 WRIGHT ST #2","102","CONDOMINIUM",0,0,643100,643100," 34136/ 106",11/26/2001,"FLAT",1198,"FL",1914,"1"
"174-7","11 WRIGHT ST #3","102","CONDOMINIUM",0,0,675800,675800," 56934/ 359",6/1/2011,"FLAT",1198,"",1914,"1"
"174-8","9 WRIGHT ST","199","CONDO-BLDG",3154.9998348,0,0,0,"/",1/1/1998,"",5624,"",1916,"3"
"174-8","7 WRIGHT ST #1","102","CONDOMINIUM",0,0,535000,535000," 47282/ 494",4/14/2006,"TWO-FLOORS",1104,"TW",1916,"2"
"174-8","7 WRIGHT ST #2","102","CONDOMINIUM",0,0,511600,511600," 52908/  87",6/2/2009,"FLAT",1104,"FL",1916,"1"
"174-8","7 WRIGHT ST #3","102","CONDOMINIUM",0,0,489600,489600," 47416/ 572",5/9/2006,"FLAT",1104,"FL",1916,"1"
"174-9","5 WRIGHT ST","101","SNGL-FAM-RES",3842.9999784,677500,620400,1297900," 49628/  38",6/18/2007,"VICTORIAN",3191,"BK",1873,"2"
"174-10","31 HUDSON ST","101","SNGL-FAM-RES",1814.0000076,576300,281700,858000," 10234/  49",3/18/1963,"VICTORIAN",2636,"BK",1873,"2"
"174-11","35 HUDSON ST","101","SNGL-FAM-RES",1999.9999008,581800,422800,1004600," 24712/ 132",7/19/1994,"CONVENTIONAL",3177,"BK",1873,"2.5"
"174-12","52 MARTIN ST","104","TWO-FAM-RES",4426.0000488,699100,397000,1096100," 43972/  74",10/27/2004,"OLD STYLE TWO FAM",3795,"BK",1849,"2"
"174-13","44 MARTIN ST","105","THREE-FM-RES",3343.0000032,657200,511900,1169100," 47590/ 431",6/8/2006,"DECKER",6627,"ST",1903,"3"
"174-14","21 BOWDOIN ST","101","SNGL-FAM-RES",5069.9998008,725900,661300,1387200," 44318/ 283",12/17/2004,"COLONIAL",5377,"BK",1873,"2.25"
"174-16","23 HUDSON ST","104","TWO-FAM-RES",4399.999956,697900,279300,977200," 39176/ 385",5/14/2003,"RAISED-RANCH",2696,"CN",1985,"1"
"174-17","6 WRIGHT ST","104","TWO-FAM-RES",5164.9998048,729800,458100,1187900," 13140/ 262",2/11/1977,"DUPLEX",5908,"BK",1873,"2.5"
"174-18","8 WRIGHT ST","199","CONDO-BLDG",3508.000056,0,0,0,"/",1/1/1998,"",4860,"",1930,"2.75"
"174-18","8 WRIGHT ST #1","102","CONDOMINIUM",0,0,624900,624900," 20190/ 278",11/9/1989,"TWO-FLOORS",1848,"",1930,"2"
"174-18","8 WRIGHT ST #2","102","CONDOMINIUM",0,0,766900,766900," 29678/ 220",1/20/1999,"TWO-FLOORS",1848,"TW",1930,"2"
"174-19","10-12 WRIGHT ST","104","TWO-FAM-RES",3300.0001848,655100,273300,928400," 48772/ 377",1/3/2007,"OLD STYLE TWO FAM",4971,"BK",1930,"2.25"
"174-20","14 WRIGHT ST","101","SNGL-FAM-RES",2369.9998476,596400,249200,845600," 44334/ 200",12/20/2004,"CONVENTIONAL",2331,"BK",1894,"2"
"174-21","20 MARTIN ST","101","SNGL-FAM-RES",5294.0001312,734300,649400,1383700," 20538/ 577",8/5/1977,"VICTORIAN",4959,"BK",1894,"2.5"
"174-22","18 MARTIN ST","101","SNGL-FAM-RES",5317.9999488,735100,697000,1432100," 25384/ 260",6/1/1995,"VICTORIAN",4889,"BK",1894,"2.5"
"174-23","14 MARTIN ST","199","CONDO-BLDG",4301.9999748,0,0,0,"/",12/1/1947,"",7360,"",1886,"2.75"
"174-23","14-16 MARTIN ST #14","102","CONDOMINIUM",0,0,812600,812600," 18384/ 177",7/16/1987,"SEMIDETACHED",1904,"SD",1886,"3"
"174-23","14-16 MARTIN ST #16","102","CONDOMINIUM",0,0,1017300,1017300," 18384/ 192",7/16/1987,"SEMIDETACHED",2599,"SD",1886,"3"
"174-25","1696 MASSACHUSETTS AVE","342","MEDICAL-OFFC",8299.9999368,577700,1371900,1949600,"1304290",12/26/2003,"OFFICE",9312,"3",1900,"2.5"
"174-26","1692 MASSACHUSETTS AVE","340","GEN-OFFICE",6396.9998796,445200,957300,1402500," 13618/ 624",1/3/1979,"MEDICAL-OFC",9180,"3",1900,"2.25"
"174-27","1688 MASSACHUSETTS AVE","326","EATING-ESTBL",5592.9998916,389300,539100,928400," 49543/ 273",6/1/2007,"RESTAURANT",6400,"1",1940,"1"
"174-30","1682 MASSACHUSETTS AVE","326","EATING-ESTBL",3233.9998152,225100,285500,510600," 54279/ 292",2/10/2010,"RESTAURANT",3520,"1",1882,"1"
"174-31","1680 MASSACHUSETTS AVE","345","RETAIL-OFFIC",2885.0001444,221600,538700,760300," 52806/ 475",5/19/2009,"RESTAURANT",5676,"2",1920,"2"
"174-32","1678 MASSACHUSETTS AVE","0340","MXD GEN-OFFICE",2562.0001308,345900,737400,1083300," 30618/ 375",9/1/1999,"MIX NBHD CTR W/RES",7066,"2",1890,"15"
"174-33","1676 MASSACHUSETTS AVE","325","RETAIL-STORE",4347.0000684,302600,926900,1229500," 54808/ 153",6/10/2010,"RETAIL-STORE",8664,"1",1927,"1"
"174-35","16-18 BOWDOIN ST","199","CONDO-BLDG",7751.0001888,0,0,0," 14925/ 229",1/1/1998,"",4873,"",1873,"3"
"174-35","16-18 BOWDOIN ST #1","102","CONDOMINIUM",0,0,489500,489500," 51371/ 242",6/27/2008,"FLAT",1161,"FL",1873,"1"
"174-35","16-18 BOWDOIN ST #2","102","CONDOMINIUM",0,0,704400,704400,"/",12/8/1994,"FLAT",2038,"FL",1873,"2"
"174-35","16-18 BOWDOIN ST #3","102","CONDOMINIUM",0,0,736400,736400," 41149/ 519",10/8/2003,"SINGLE",1796,"SI",1873,"3"
"174-36","1670-1672 MASSACHUSETTS AVE","325","RETAIL-STORE",5750.0001504,520300,882100,1402400,"  1211/ 176",5/12/2006,"RETAIL-STORE",9848,"3",1925,"1"
"174-37","1664-1668 MASSACHUSETTS AVE","325","RETAIL-STORE",6918.0001308,625900,889200,1515100," 54808/ 150",6/10/2010,"RETAIL-STORE",10666,"4",1920,"1"
"174-41","11 SHEPARD ST","101","SNGL-FAM-RES",6234.000102,779900,1137200,1917100," 55000/ 431",7/15/2010,"VICTORIAN",5010,"BK",1873,"3"
"174-42","13 SHEPARD ST","111","4-8-UNIT-APT",7479.9999252,672000,926400,1598400," 13938/ 113",4/4/1980,"MULT-RESDNCE",7553,"6",1910,"3"
"174-44","15 1/2 SHEPARD ST","101","SNGL-FAM-RES",1761.00012,572800,815100,1387900," 56758/ 407",4/21/2011,"ROW",3206,"ST",1880,"3"
"174-45","17 SHEPARD ST","101","SNGL-FAM-RES",2749.9998636,614500,612200,1226700," 18276/ 310",6/30/1987,"ROW-END",3263,"ST",1873,"3"
"174-49","19-21 SHEPARD ST","199","CONDO-BLDG",9390.0000744,0,0,0,"/",1/1/1900,"",15702,"",1900,"4"
"174-49","19-21 SHEPARD ST #19/1","102","CONDOMINIUM",0,0,185100,185100," 35575/ 128",5/30/2002,"APARTMENT",325,"",1900,"1"
"174-49","19-21 SHEPARD ST #19/2","102","CONDOMINIUM",0,0,303600,303600,"/",4/24/1987,"APARTMENT",637,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/3","102","CONDOMINIUM",0,0,281700,281700," 31953/ 354",8/12/1986,"APARTMENT",557,"",1900,"1"
"174-49","19-21 SHEPARD ST #19/4","102","CONDOMINIUM",0,0,295300,295300," 56727/ 425",4/13/2011,"APARTMENT",607,"",1900,"1"
"174-49","19-21 SHEPARD ST #21/1","102","CONDOMINIUM",0,0,256700,256700," 25245/ 213",1/30/1987,"APARTMENT",540,"",1900,"1"
"174-49","19-21 SHEPARD ST #21/2","102","CONDOMINIUM",0,0,292400,292400,"/",4/22/1988,"APARTMENT",597,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/3","102","CONDOMINIUM",0,0,225000,225000," 13728/ 466",6/29/1979,"APARTMENT",395,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/4","102","CONDOMINIUM",0,0,291000,291000," 20198/  72",11/13/1989,"APARTMENT",592,"",1900,"1"
"174-49","19-21 SHEPARD ST #19/21","102","CONDOMINIUM",0,0,257500,257500," 32089/ 541",12/1/2000,"APARTMENT",466,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/22","102","CONDOMINIUM",0,0,303600,303600," 30297/ 173",6/15/1999,"APARTMENT",637,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/23","102","CONDOMINIUM",0,0,281700,281700," 36879/ 280",10/31/2002,"APARTMENT",557,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/24","102","CONDOMINIUM",0,0,295300,295300," 31558/  95",6/29/2000,"APARTMENT",607,"",1900,"1"
"174-49","19-21 SHEPARD ST #19/31","102","CONDOMINIUM",0,0,294300,294300," 53623/ 481",10/1/2009,"APARTMENT",466,"",1900,"1"
"174-49","19-21 SHEPARD ST #19/32","102","CONDOMINIUM",0,0,335400,335400," 20719/  62",8/17/1990,"APARTMENT",637,"",1900,"1"
"174-49","19-21 SHEPARD ST #19/33","102","CONDOMINIUM",0,0,281700,281700," 13728/ 427",6/29/1979,"APARTMENT",557,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/34","102","CONDOMINIUM",0,0,150000,150000," 26811/ 409",11/8/1996,"APARTMENT",607,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/41","102","CONDOMINIUM",0,0,283500,283500," 51525/ 598",8/1/2008,"APARTMENT",565,"",1900,"1"
"174-49","19-21 SHEPARD ST #19/42","102","CONDOMINIUM",0,0,303600,303600," 39915/ 320",7/14/2003,"APARTMENT",637,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/43","102","CONDOMINIUM",0,0,297800,297800," 57954/ 426",11/28/2011,"APARTMENT",557,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #19/44","102","CONDOMINIUM",0,0,295300,295300," 24506/ 202",5/3/1994,"APARTMENT",607,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/21","102","CONDOMINIUM",0,0,295100,295100," 33202/ 251",6/15/1992,"APARTMENT",540,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/22","102","CONDOMINIUM",0,0,292400,292400," 18999/ 349",4/22/1988,"APARTMENT",597,"",1900,"1"
"174-49","19-21 SHEPARD ST #21/23","102","CONDOMINIUM",0,0,226700,226700," 25319/ 146",10/3/1994,"APARTMENT",398,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/24","102","CONDOMINIUM",0,0,378000,378000," 40390/ 476",8/8/2003,"APARTMENT",716,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/31","102","CONDOMINIUM",0,0,277900,277900,"/",3/9/1998,"APARTMENT",540,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/32","102","CONDOMINIUM",0,0,292400,292400," 36530/ 004",9/27/2002,"APARTMENT",597,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/33","102","CONDOMINIUM",0,0,226700,226700," 19707/ 409",3/20/1989,"APARTMENT",398,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/34","102","CONDOMINIUM",0,0,322700,322700," 33396/ 200",8/3/2001,"APARTMENT",716,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/41","102","CONDOMINIUM",0,0,277900,277900," 13737/ 232",7/12/1979,"APARTMENT",540,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/42","102","CONDOMINIUM",0,0,292400,292400," 44243/ 252",12/6/2004,"APARTMENT",597,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/43","102","CONDOMINIUM",0,0,226700,226700," 33603/ 368",9/6/2001,"APARTMENT",398,"AP",1900,"1"
"174-49","19-21 SHEPARD ST #21/44","102","CONDOMINIUM",0,0,331900,331900," 27178/  41",3/31/1997,"APARTMENT",716,"AP",1900,"1"
"174-51","2-4 AVON ST","199","CONDO-BLDG",8029.9998108,0,0,0,"/",1/1/1900,"",22220,"",1909,"3"
"174-51","2-4 AVON ST #2/1","102","CONDOMINIUM",0,0,298900,298900," 28810/  33",7/7/1998,"APARTMENT",600,"AP",1909,"1"
"174-51","2-4 AVON ST #2/2","102","CONDOMINIUM",0,0,318000,318000," 13936/  92",4/2/1980,"APARTMENT",670,"AP",1909,"1"
"174-51","2-4 AVON ST #2/3","102","CONDOMINIUM",0,0,341800,341800," 32856/ 155",5/15/2001,"APARTMENT",670,"",1909,"1"
"174-51","2-4 AVON ST #2/4","102","CONDOMINIUM",0,0,278100,278100," 19267/ 478",8/15/1988,"APARTMENT",520,"AP",1909,"1"
"174-51","2-4 AVON ST #2/5","102","CONDOMINIUM",0,0,280400,280400," 45255/ 399",5/26/2005,"APARTMENT",520,"AP",1909,"1"
"174-51","2-4 AVON ST #2/6","102","CONDOMINIUM",0,0,278100,278100," 14003/ 183",7/7/1980,"APARTMENT",520,"",1909,"1"
"174-51","2-4 AVON ST #2/7","102","CONDOMINIUM",0,0,386200,386200," 43083/  21",6/18/2004,"APARTMENT",890,"AP",1909,"1"
"174-51","2-4 AVON ST #2/8","102","CONDOMINIUM",0,0,386200,386200," 60530/ 382",11/20/2012,"APARTMENT",890,"",1909,"1"
"174-51","2-4 AVON ST #2/9","102","CONDOMINIUM",0,0,438900,438900," 54392/ 316",3/11/2010,"APARTMENT",890,"AP",1909,"1"
"174-51","2-4 AVON ST #4/1","102","CONDOMINIUM",0,0,320300,320300," 26316/ 225",5/15/1996,"APARTMENT",645,"",1909,"1"
"174-51","2-4 AVON ST #4/2","102","CONDOMINIUM",0,0,417900,417900," 44450/ 313",1/10/2005,"APARTMENT",1000,"",1909,"1"
"174-51","2-4 AVON ST #4/3","102","CONDOMINIUM",0,0,392600,392600," 57080/  91",6/23/2011,"APARTMENT",800,"AP",1909,"1"
"174-51","2-4 AVON ST #4/4","102","CONDOMINIUM",0,0,394300,394300," 59725/ 201",8/9/2012,"APARTMENT",910,"AP",1909,"1"
"174-51","2-4 AVON ST #4/5","102","CONDOMINIUM",0,0,412400,412400," 55645/ 276",10/22/2010,"APARTMENT",800,"",1909,"1"
"174-51","2-4 AVON ST #4/6","102","CONDOMINIUM",0,0,394300,394300," 46755/ 437",12/30/2005,"APARTMENT",910,"AP",1909,"1"
"174-51","2 AVON ST #2B/1","102","CONDOMINIUM",0,0,335800,335800," 43829/ 421",10/1/2004,"BASEMENT",970,"AP",1909,"1"
"174-53","8-10 AVON ST","199","CONDO-BLDG",9799.9998624,0,0,0," 33862/ 196",10/16/2001,"",17547,"",1920,"3"
"174-53","8 AVON ST #8/1","102","CONDOMINIUM",0,0,329100,329100," 29076/ 426",9/9/1998,"APARTMENT",730,"",1920,"0"
"174-53","8 AVON ST #8/2","102","CONDOMINIUM",0,0,424500,424500," 60443/ 588",11/8/2012,"APARTMENT",730,"AP",1920,"1"
"174-53","8 AVON ST #8/3","102","CONDOMINIUM",0,0,347800,347800," 21651/ 207",1/2/1992,"APARTMENT",730,"AP",1920,"1"
"174-53","8 AVON ST #8/4","102","CONDOMINIUM",0,0,357200,357200," 50308/ 135",11/2/2007,"APARTMENT",730,"",1920,"1"
"174-53","8 AVON ST #8/5","102","CONDOMINIUM",0,0,407800,407800," 53537/ 328",9/15/2009,"APARTMENT",730,"AP",1920,"1"
"174-53","8 AVON ST #8/6","102","CONDOMINIUM",0,0,394500,394500," 57859/ 117",11/14/2011,"APARTMENT",730,"AP",1920,"1"
"174-53","8 AVON ST #B/1","102","CONDOMINIUM",0,0,243700,243700," 23481/ 229",7/30/1993,"BASEMENT",554,"AP",1920,"1"
"174-53","10 AVON ST #10/1","102","CONDOMINIUM",0,0,347800,347800," 23713/ 458",9/30/1993,"APARTMENT",730,"AP",1920,"1"
"174-53","10 AVON ST #10/2","102","CONDOMINIUM",0,0,347800,347800," 48347/ 489",10/20/2006,"APARTMENT",730,"AP",1920,"1"
"174-53","10 AVON ST #10/3","102","CONDOMINIUM",0,0,347800,347800," 28736/ 205",6/22/1998,"APARTMENT",730,"AP",1920,"1"
"174-53","10 AVON ST #10/4","102","CONDOMINIUM",0,0,338500,338500," 20335/ 568",1/22/1990,"APARTMENT",730,"",1920,"1"
"174-53","10 AVON ST #10/5","102","CONDOMINIUM",0,0,338500,338500," 43528/  21",8/16/2004,"APARTMENT",730,"",1920,"1"
"174-53","10 AVON ST #10/6","102","CONDOMINIUM",0,0,347800,347800," 25114/ 528",1/10/1995,"APARTMENT",730,"AP",1920,"1"
"174-56","16 AVON ST","1014","SINGLE FAM W/AUXILIARY APT",12804.999966,1068700,870100,1938800," 27800/ 389",10/24/1997,"COLONIAL",7435,"ST",1903,"2.5"
"174-62","1686 MASSACHUSETTS AVE","0111","MXD 4-8-UNIT-APT",2410.0001244,320000,788100,1108100," 31488/  16",6/9/2000,"MIX NBHD CTR W/RES",5802,"5",1890,"3"
"174-63","1686 MASSACHUSETTS AVE","132","RES-UDV-LAND",261.9998964,7600,0,7600," 31545/ 300",6/27/2000,"",,"",0,""
"174-66","1684 MASSACHUSETTS AVE","0325","MXD RETAIL-STORE",2362.0000536,297600,1079500,1377100," 52443/ 379",3/20/2009,"MIX NBHD CTR W/RES",5334,"3",1890,"3"
"174-67","10 BOWDOIN ST","199","CONDO-BLDG",3291.9999552,654700,-654701,-1," 18432/  43",8/3/1987,"",8416,"",1910,"3"
"174-67","10 BOWDOIN ST #1","102","CONDOMINIUM",0,0,334200,334200," 40280/ 294",8/1/2003,"APARTMENT",758,"",1910,""
"174-67","10 BOWDOIN ST #2","102","CONDOMINIUM",0,0,323400,323400," 42367/ 476",3/31/2004,"APARTMENT",721,"",1910,""
"174-67","10 BOWDOIN ST #3","102","CONDOMINIUM",0,0,343300,343300," 40280/ 304",8/1/2003,"APARTMENT",791,"",1910,""
"174-67","10 BOWDOIN ST #4","102","CONDOMINIUM",0,0,333300,333300," 42812/ 568",5/17/2004,"APARTMENT",755,"",1910,""
"174-67","10 BOWDOIN ST #5","102","CONDOMINIUM",0,0,324500,324500," 58289/ 242",1/27/2012,"APARTMENT",791,"",1910,""
"174-67","10 BOWDOIN ST #6","102","CONDOMINIUM",0,0,315100,315100," 40280/ 319",8/1/2003,"APARTMENT",755,"",1910,""
"174-68","14 BOWDOIN ST","101","SNGL-FAM-RES",2109.0000888,586600,638200,1224800," 56458/  94",2/14/2011,"CONVENTIONAL",3979,"BK",1886,"2.5"
"174-69","18 HUDSON ST","101","SNGL-FAM-RES",2408.9999868,568600,191500,760100," 49797/  16",7/18/2007,"CONVENTIONAL",3312,"BK",1886,"2.25"
"174-70","3-5 SHEPARD ST","199","CONDO-BLDG",6102.999936,0,0,0,"/",1/1/1900,"",7472,"",1920,"2.5"
"174-70","3 SHEPARD ST #1","102","CONDOMINIUM",0,0,430400,430400," 42947/ 255",6/2/2004,"APARTMENT",965,"",1920,"1"
"174-70","3 SHEPARD ST #2","102","CONDOMINIUM",0,0,408100,408100," 57826/  48",11/9/2011,"APARTMENT",965,"AP",1920,"1"
"174-70","3 SHEPARD ST #3","102","CONDOMINIUM",0,0,408100,408100," 25751/ 192",10/20/1995,"APARTMENT",965,"AP",1920,"1"
"174-70","3 SHEPARD ST #4","102","CONDOMINIUM",0,0,503800,503800," 53464/  46",8/28/2009,"APARTMENT",1021,"",1920,"1"
"174-70","3 SHEPARD ST #5","102","CONDOMINIUM",0,0,648700,648700," 36846/ 518",10/28/2002,"ATTIC",1465,"AT",1920,"1"
"174-71","15 SHEPARD ST","101","SNGL-FAM-RES",2381.0000544,596600,814000,1410600," 01205/ 184",11/8/2008,"ROW-END",3200,"ST",1873,"3"
"174-73","1702 MASSACHUSETTS AVE","325","RETAIL-STORE",4246.999812,483600,648600,1132200," 57496/ 420",9/23/2011,"RETAIL-STORE",7944,"5",1930,"1"
"174-76","12 MARTIN ST","101","SNGL-FAM-RES",6405.9998112,792000,711600,1503600," 55219/ 364",8/23/2010,"CONVENTIONAL",7138,"BK",1900,"2.5"
